Date;Hour;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
01.01.;22;68184.32921;70595.16536;68071.53019;78228.16887;86393.63199;68318.33345;68812.85599;68835.83705;78186.10471;71260.16237;75377.11489;82581.22044;69044.91821;73621.53426;75587.06749;104618.4146;68882.43621;71937.11563;69377.51077;76078.74275;78216.07597;72577.10471;77439.26764;68673.21914;72680.28615;65986.49253;75550.61621;75166.92783;79591.70527;72172.66439;61073.13473;68588.80445;68194.72697;70638.78065;71565.72054
01.01.;23;63486.62127;65423.53357;63427.02809;73208.00639;80796.39595;63604.35986;64108.90814;63965.70266;72989.70221;66500.24508;70279.74228;77593.23878;64309.94838;68474.10729;70504.06562;98353.92413;64141.47106;67175.42962;64521.29261;70682.9013;72649.47687;66810.08429;72338.67483;63489.8053;67899.7288;61725.06031;70160.71999;70170.35139;74641.85332;67480.06143;57040.77465;64064.26562;63461.1649;66079.25066;66525.81104
01.01.;24;59494.69643;61485.90761;59439.80489;69162.57139;76278.19495;58510.14002;59888.88755;59727.60522;68671.39196;62205.87567;66083.76806;73590.50055;60391.9731;64297.95024;66463.84928;94239.19216;59942.27507;63138.0403;60454.43952;66281.3539;68613.84565;62096.19562;68325.16566;59121.13004;63982.65699;58010.95612;66087.61158;66373.26428;70704.21814;63664.83549;53413.62136;60126.94715;59500.31029;62339.51247;62361.65655
02.01.;1;64056.78449;65625.02809;64001.68219;74898.58292;78209.61695;64724.93069;63148.84338;64280.3992;73182.48735;65785.30299;69889.92185;80439.86948;67317.03178;68846.97015;71502.93626;99288.47143;64086.22597;67124.52183;64855.24431;68575.48599;73625.3728;63563.26084;73656.34594;63737.54038;69581.92433;64365.93739;71745.46926;71559.37889;76756.03709;68917.20597;58544.37488;65501.54741;63139.74127;66374.05601;67869.67007
02.01.;2;61813.4011;63225.13982;61626.47414;72670.10605;75345.27194;62754.59816;60558.20226;61974.57897;70753.60747;63378.67442;67430.70992;78646.32051;64963.22562;66326.57118;69176.5895;96900.19927;61688.19846;64662.39398;62522.30181;65968.33581;71380.10553;60887.83423;71404.07978;61451.243;67326.48473;62174.70585;69644.26162;69139.27372;74526.90058;66494.64829;56075.59141;63348.73731;60583.88564;63919.24571;65719.07076
02.01.;3;61983.2742;62891.43962;61480.91876;72926.8245;74491.20403;63269.5314;60039.74421;61949.87891;70698.432;63104.99026;67199.316;79504.22626;65015.48679;66266.37285;69161.18366;97312.79502;61652.37908;64444.64601;62429.73651;65641.67044;71506.64511;60482.03471;71512.52094;61608.49474;67159.05945;62115.05778;69907.58261;69053.29833;74490.2505;66280.18721;55817.40242;63314.1822;60231.22486;63585.13485;65965.99053
02.01.;4;64431.70291;65080.63905;63449.41888;75666.08664;76357.54801;65731.06969;61661.82918;64280.39751;72827.18066;65103.24733;69307.82619;82685.11388;67432.45611;68580.85339;71726.07744;100479.8869;63831.59983;66527.2054;64662.49;67698.12879;73971.24314;62340.69455;73849.12705;64008.62892;69194.56949;64315.89423;72585.93544;71506.01447;76950.91302;68648.3342;58087.13476;65610.29922;62412.92701;65564.66972;68576.12178
02.01.;5;70168.65366;71059.64688;68787.34848;82349.71918;82444.6644;71677.58485;66154.26867;69849.51312;78872.73985;70231.35607;74806.60763;90958.43246;73361.1429;74930.59269;78698.93737;110042.2601;69126.8626;72358.2588;70351.61939;73096.74554;80828.28781;67210.60073;80311.32266;69521.44032;75038.30299;70094.28195;79384.93871;78373.88514;83674.59706;75103.92788;63633.62341;71209.46808;68136.78616;71218.8035;74815.48153
02.01.;6;77001.96687;77723.39251;75364.89232;89942.01429;89178.54444;78689.5759;72340.31771;76698.72865;86078.90269;76740.80515;81614.80827;99288.23756;80482.97312;81908.98297;86057.93706;119254.1424;75666.89327;78992.33721;76988.8347;79834.28885;88138.26124;73567.84825;87393.77274;76636.89999;81880.63278;76653.45524;86898.39244;85767.52461;91297.14365;82112.0723;70031.65238;77800.62314;74666.10647;77752.13626;82166.6114
02.01.;7;82891.60391;83080.49512;81285.29412;95815.64808;94611.25838;84717.98335;78355.5873;82656.57804;91774.87955;82826.59609;87692.51719;104926.1152;86563.94077;87517.82823;91348.68341;124161.5236;81545.52434;84217.53658;82423.50822;85839.43102;93620.98452;79541.25074;92307.39813;83257.31747;87296.90136;81982.49827;92713.90281;91010.47974;97208.67747;87373.45041;75707.15605;83329.10236;80149.4287;83310.69015;88292.66463
02.01.;8;88461.49249;88853.93774;87221.81329;101517.1006;100003.5752;90690.85851;83650.34347;88432.88908;97576.05839;88594.53621;93306.13902;112035.1095;92655.96771;93750.22977;97511.0181;130494.8434;87114.81741;89848.5848;88073.34589;91269.20479;100052.7609;84854.79025;98038.28856;89296.82089;93062.39778;87540.40931;99134.79358;96979.85564;103076.0451;93154.15917;81299.09063;88984.71939;85789.78695;88897.98671;94441.95222
02.01.;9;93009.3893;93787.77996;92117.65122;105816.9822;103995.9872;95611.31777;88205.84357;92935.5649;101609.1594;93250.54345;97404.94432;116463.6891;97501.99893;98829.65631;102426.8305;133908.1361;91566.5094;94014.35922;92786.4383;95334.81766;104882.2287;89328.23462;102344.6586;94030.54895;97513.26396;92262.91992;103719.6322;101759.0094;107139.591;97744.60107;86201.91353;93419.41654;90561.03024;93667.67966;99089.30315
02.01.;10;94423.0982;95784.64878;93755.4319;107259.5845;105126.4535;97362.98339;90235.22145;94443.95091;102383.7211;95365.79797;98588.95769;116603.0899;99365.17025;100276.1744;103544.7836;132761.0681;93015.42028;94459.87562;94117.26783;96541.25379;105726.3292;91102.42474;102731.1104;95448.44097;98348.21425;93660.83096;100020.5768;103010.0825;107831.3329;98621.48422;88092.09816;94309.40349;92274.48736;95370.96566;100575.5188
02.01.;11;94731.01001;96440.8941;94145.62229;107550.1956;104208.1738;98251.08301;91130.79797;94752.51983;101947.8998;96189.56899;98321.40067;113778.2787;99972.5304;100974.5961;103326.8031;128116.012;93074.65146;93944.5862;94237.72473;96340.0997;104925.2649;92165.97235;102238.0198;95862.78385;98376.07835;94010.64788;99492.38802;103162.637;107557.0117;98159.9617;88852.79013;94332.64438;93011.7338;96175.00538;101061.6872
02.01.;12;96158.22382;97918.94013;95279.15299;109158.891;105467.3845;99717.24555;92660.71686;96204.65095;103143.2538;97653.84214;99383.40289;113907.089;101227.8391;102327.1603;104442.1254;127431.2926;94352.6991;94820.43748;95500.89982;97431.34375;105540.4675;93988.28213;103198.0008;97436.00196;99635.71709;95197.61076;100064.7992;104230.9462;108584.2759;98828.21495;90378.22225;95460.85284;94355.73863;97524.22601;102649.2875
02.01.;13;97157.66016;99017.47116;96054.49068;110450.3121;106316.9299;100787.1211;93458.99058;97054.05742;104192.0736;98416.45364;99868.4373;113673.1092;101862.5379;103300.5629;105365.2019;127361.3285;94912.14689;95242.01623;96126.57453;98063.39511;106226.3604;95225.26979;104144.928;98539.25017;100708.3762;95985.96742;100687.4255;105152.2219;109516.0402;99588.27617;91340.73472;96260.21633;95240.51873;98346.88392;103751.3148
02.01.;14;96201.93247;98046.17418;95063.23787;110107.7363;105347.3268;100148.2467;92499.75262;96187.34565;103593.869;97639.68417;99059.063;112707.7139;100912.3498;102633.536;104733.3666;126263.5751;93892.07059;94386.00215;95283.76719;97002.74708;105142.7296;94259.45177;103528.7475;97660.28386;100183.897;95148.13994;99775.44411;104352.8065;108851.3835;98997.54929;90619.01932;95425.73893;94093.24823;97292.37716;103247.1554
02.01.;15;95819.40718;97864.36261;94918.06279;110211.6337;104866.4672;100246.7393;92007.39994;95840.82627;103567.1176;96814.24067;98834.34756;112861.5367;100296.4703;102781.9919;104784.0919;126269.234;93566.44594;94506.16691;95061.85001;96700.43339;105334.9651;93593.04333;103993.9988;97505.58095;100374.574;96163.06951;100002.7413;104436.5685;109134.7605;99313.24708;90498.12203;95410.832;93750.03577;97038.14009;103306.3192
02.01.;16;97844.94178;99973.48332;97302.3517;112667.5456;106656.5904;102618.0099;93815.87327;97997.97491;106061.5954;98159.57408;101208.5023;116674.4656;101722.1954;105239.2618;107489.6529;129898.2503;95711.2721;97618.01248;97664.24167;99013.61839;108455.9489;95262.9807;107151.0753;99705.41269;102843.0417;98557.98947;103181.4151;107471.1499;111799.7895;102475.2414;92716.9368;97922.77287;95902.02122;99301.22864;105611.1568
02.01.;17;102050.3935;104136.3702;101544.2787;116734.8067;110584.107;107041.1576;97656.057;102550.9807;110435.7355;101124.645;106234.8813;122948.4032;105331.8126;109443.9132;112277.4867;135573.4248;100390.6024;103142.1217;102623.8043;103634.6681;113638.5041;99048.33877;112809.3047;104629.6743;107209.9821;102670.7352;109358.1577;112974.5484;116668.5237;107912.9953;97217.75508;102987.0479;100506.3421;103450.2736;109413.0347
02.01.;18;104753.7149;106662.4854;104232.6041;119440.4708;112947.3342;109938.9939;100313.4612;105507.9212;113263.495;103347.9529;109240.0052;126676.6558;107725.2305;111732.366;114842.222;138466.9529;103145.9424;105970.451;105627.4666;106506.7213;116769.5065;101844.6729;116151.8756;107369.7813;110097.9266;104252.2716;112689.0389;115911.7812;119441.6488;110955.5523;100033.1003;105905.8475;103197.9478;105810.7532;111907.1851
02.01.;19;104786.6497;106661.5605;104200.5917;119717.3238;112652.7995;110505.0514;100422.6244;105921.6614;113506.119;102894.2325;109432.1479;127305.7846;107444.9559;111496.5892;114782.828;138612.9377;103273.2341;105989.4512;105823.9388;106663.1071;116913.7623;101924.79;116841.4284;107399.0866;110437.6437;103955.1745;113307.0885;116238.6188;119696.5175;111433.8997;100233.0103;106083.193;103004.5922;105520.3447;111935.4445
02.01.;20;99119.5172;100703.0949;98448.48358;114009.2184;106512.6027;104996.7506;95088.50109;100424.8976;107958.2457;96961.23389;103819.1253;121995.3724;101578.2677;105513.042;109037.3178;132236.6847;97688.07679;100300.3844;100221.3266;101057.9059;110970.5468;96436.50339;111644.0551;101758.4023;105018.6834;98015.26909;108098.1807;110824.0527;114106.6323;106134.235;94895.21908;100562.3154;97208.01959;99702.77178;106199.4698
02.01.;21;90715.04436;91942.68562;90065.95876;105510.2518;97676.52658;97067.0375;87409.04206;92515.30427;99520.83083;88511.61122;95649.90433;113445.4915;93074.30043;96658.37543;100054.904;122652.4558;89611.58949;91731.31357;91763.21218;92855.70663;102168.8464;88635.75147;103557.855;93633.17322;96771.15443;89081.47555;99711.80735;102099.6259;105681.6731;97990.08102;86806.72169;92299.03045;88536.2614;90911.25002;97804.13268
02.01.;22;82497.46526;83210.97196;81960.4251;96993.58493;89166.8616;88994.00173;79828.11189;84490.3944;90954.43131;80234.11949;87709.40795;103882.6623;84673.84291;87798.50807;90422.95661;112166.9865;81764.85531;83408.82382;83563.44656;84924.69525;92934.04767;81232.59205;95173.17736;85715.52807;88484.35908;80818.06657;91072.67546;92893.27007;97143.94015;89678.10689;79158.54408;84177.51216;80281.70558;82469.25892;89412.06347
02.01.;23;74818.40022;75504.00133;74472.05681;89430.27616;80930.08589;81946.55758;72847.34824;77331.23456;83002.89284;72456.12052;80418.39572;96194.2974;76866.25055;79986.31641;82194.03091;103107.8012;74260.0565;75878.51034;76020.31043;77243.54047;84702.7942;74088.68984;87646.5284;78233.26164;80820.22019;73752.59269;83422.51377;85278.9387;89242.00352;82134.57767;72365.568;76788.21411;73076.61507;75155.71446;81663.84558
02.01.;24;69429.19049;70309.36972;69318.09881;84583.36358;75448.10304;77187.49206;67560.7796;72145.37028;77608.50628;67118.77448;75257.58615;91224.62832;71379.04998;74781.68922;76854.05468;97633.35291;68965.17013;70704.04081;70809.48613;71905.17023;79735.36552;69085.38716;82813.26805;72939.7099;75647.40132;68910.80715;78521.6352;80616.7679;84041.18992;77248.54128;67655.509;71551.06788;68207.64108;70306.75743;76408.51558
03.01.;1;62816.30917;64017.68522;64237.1306;80911.53689;69155.95559;75643.23989;63051.86927;68397.38228;72607.32672;61142.28997;70710.52364;88030.99948;65282.83103;70647.46569;71697.068;89998.72124;63564.07786;64824.3146;65643.01076;66644.20135;76750.1993;65200.07061;79236.81645;68101.38074;71068.04338;63555.99327;73904.16922;77718.14317;79764.6368;73354.26465;63563.81018;65647.9015;62921.5772;65758.98346;72162.02881
03.01.;2;60137.33913;61645.89541;61862.23376;78362.66117;66753.7196;73872.66848;60683.52005;66228.58753;70075.9498;58845.00599;68338.24515;86053.22634;62838.77805;68339.94698;69352.60368;87371.92655;61196.18999;62440.10231;63228.17267;64193.81975;74878.11887;62901.31599;77072.85749;65666.40259;68773.11291;61080.25674;71622.60392;75870.83047;77159.51882;71119.57799;61364.23898;63279.78268;60580.82978;63411.35177;69865.61846
03.01.;3;59548.40508;61385.38141;61722.59628;78498.80269;66680.71425;74651.66109;60684.55355;66606.03616;70062.07788;59031.12406;68324.43169;86810.87369;62765.81001;68612.33707;69291.70989;86792.9597;61100.32396;62179.21075;63154.11108;64087.4901;75459.55964;62887.60752;77261.19026;65505.432;68735.09158;60686.74168;71599.60886;76285.12156;77064.36603;70904.55377;61241.68188;62990.90524;60496.83744;63251.62183;69897.24768
03.01.;4;61588.72368;63515.94808;63539.91046;80938.91899;69121.98734;77707.2527;62630.14394;69080.72393;72253.20765;61179.89039;70608.14316;89952.77171;65000.00397;71203.02982;71629.65916;88942.93052;63190.09186;64244.4576;65262.99518;66258.54283;78615.7937;65023.97306;79639.4311;67543.52118;70872.35685;62871.04455;73775.76847;79063.40768;79330.37697;72918.16945;63332.10571;64853.84542;62796.52553;65633.60067;72312.95668
03.01.;5;66796.4518;69064.61541;68526.95491;87823.66196;74978.51555;84992.88359;67495.73092;74981.18244;78247.81489;66290.56904;76353.66686;98431.67684;70481.37834;77793.24747;78160.29757;96184.50495;68329.75751;69784.11146;70876.01867;71725.78728;86085.61894;70382.02571;86443.51087;72918.63535;76819.52224;68574.19241;79981.6512;86752.61041;86094.65732;79438.25096;68736.4111;69922.96163;68429.1076;71767.21582;78603.69789
03.01.;6;73142.39236;75645.18139;75076.24705;95599.8129;82067.81024;93247.49815;73984.82866;82147.92557;85559.41718;72943.6445;83526.73792;107169.9882;77280.42896;85250.56764;85494.24061;103605.9106;74869.21711;76339.96011;77474.6358;78625.5915;94515.65693;77198.08705;93978.84054;79759.1696;83963.67046;75207.06789;86813.8413;94675.02774;93648.01671;86527.0507;75103.31639;76283.17491;75014.94451;78707.98651;86054.85574
03.01.;7;78773.99646;81277.60441;81327.07313;101223.8966;88325.8606;99334.66523;80232.44931;88101.04447;91482.4692;79222.82052;89776.64914;112694.336;83240.04769;91136.28973;90873.23569;108460.991;80870.84209;81779.39342;82857.67043;84752.07956;100497.4314;83238.48723;98868.60374;85827.11146;89581.00134;80778.51176;91694.00957;99934.14522;99459.40976;91501.41361;80470.05596;81779.26088;80583.86821;84254.95737;92077.63131
03.01.;8;84354.62519;87101.61716;87287.05604;106932.4257;93948.55177;105618.1557;85842.47659;93870.52856;97250.96819;84943.92473;95600.21218;119252.2591;88968.75949;97622.55949;97086.75082;114095.381;86478.22043;87344.83997;88456.40554;90262.07599;107444.3673;88875.37209;104689.4701;91559.5111;95351.49146;86459.62039;97363.83297;106691.6079;105272.4368;97120.50783;86076.66861;87273.39726;86407.27277;90124.78142;98078.06543
03.01.;9;89277.23115;91999.17205;92391.65696;111023.8911;98248.79637;109855.2554;90376.00783;98015.46515;101446.4445;89823.37865;99720.41763;122978.7646;93515.79036;102368.0835;101926.8688;117834.8527;91034.54405;91959.09916;93063.44104;94479.10286;112109.7633;93341.86242;108329.3787;96011.25186;99820.63024;91317.05395;101678.6364;111456.2089;109324.7718;101591.9565;90691.56688;91982.95274;91052.10158;95149.41906;102492.9093
03.01.;10;91169.60588;93909.09329;94508.77823;111840.4968;99721.92992;110140.5544;91714.18952;98494.41071;102272.1775;91535.65591;100417.033;122696.9201;94842.74762;103363.9538;103250.6085;118352.9073;92255.1622;93061.81347;94332.31217;95744.58184;112018.3011;94820.12584;107679.7848;97254.00512;100713.787;92653.80257;101985.9083;110995.1917;109963.0496;102198.3705;91572.7248;93789.80546;91942.70607;96969.23164;103560.0273
03.01.;11;91693.18864;94580.76674;95492.01457;111058.5019;99561.79358;108720.2908;92243.00652;97904.20917;102155.5562;92211.56113;99426.99329;119045.2182;94915.83964;103060.564;103316.6761;116833.7515;92577.54072;93166.49162;94558.3145;95879.556;110612.6166;95119.51282;106275.2052;97521.84903;100639.3253;92901.06013;101547.337;109264.9281;109668.703;101733.9074;91806.46544;94574.65674;92230.34622;97286.76706;103545.2802
03.01.;12;93064.46215;96358.38886;96775.8317;112072.4259;100946.194;109398.6813;93551.43661;98846.87084;103326.4371;93771.88657;100397.4322;119143.4925;96135.07051;103959.0418;104461.9982;117444.9751;94068.98157;94298.90106;95818.75907;97082.6689;110990.5031;96318.31059;106800.4004;98920.21623;101663.8964;94075.80082;102159.6618;109225.5809;110668.1706;102316.1724;93037.23538;96305.06559;93430.09046;98888.30607;104627.5279
03.01.;13;93597.65675;97469.84511;97397.0329;113024.1705;101734.0934;109909.8222;94375.7503;99449.48483;104295.206;94636.22578;100726.8984;118726.4443;96887.9288;104849.6428;105396.1381;117860.7403;95254.07768;95088.40246;96515.1209;97618.64784;111416.7684;97358.59425;107664.78;100011.2639;102647.2799;94758.25817;102802.8275;109284.7787;111736.1242;103160.5531;93885.91669;97243.61586;94110.21474;100177.0673;105494.2788
03.01.;14;92346.79892;96648.06284;96238.8172;112587.4956;100914.0159;108834.2379;93399.07855;98569.6435;103537.4389;93594.07178;99830.89135;117745.1045;96099.0775;104194.0849;104668.8935;116871.1184;94952.34445;94280.00846;95702.52143;96638.91831;110517.0548;96156.25583;107076.7439;99349.19275;101877.3372;94062.22578;102012.1997;108064.3214;111037.267;102501.9795;93323.21525;96432.87707;93152.72197;99832.04624;104646.1906
03.01.;15;91923.93178;96002.86191;96097.77323;112889.7261;100701.2012;108699.6689;93307.1871;98341.69993;103540.5203;92979.96602;99597.66997;117625.0141;95878.75811;104161.7551;104488.8573;116827.8074;95169.6417;94453.34195;95606.74574;96257.45597;110773.3166;95856.81358;107674.2137;99123.28945;101906.3506;94060.18412;102286.4552;107841.9405;111276.4954;102952.7045;93475.42401;95983.90319;92723.37433;100011.883;104625.6797
03.01.;16;93894.59852;97292.22344;98234.51983;115587.8197;103050.7793;110897.6609;95501.30945;101146.3566;106162.8527;94807.45725;102162.1827;120966.6344;98283.93238;106865.3191;107023.1436;119596.3581;97115.04315;97216.55118;98096.26929;98456.73834;114350.1001;97910.28032;110937.9282;101022.904;104408.588;96410.68012;105306.9885;110720.2367;113848.0284;106013.6622;95800.20113;97498.88513;94873.02769;102163.1906;107391.8711
03.01.;17;98679.21248;100321.4479;102640.9349;120376.2842;107517.5881;115724.9548;100223.8106;107215.7242;111376.7281;98701.52673;107631.7568;127185.3179;102635.4742;112138.1969;111463.416;124492.2416;100339.6352;102017.3999;102930.5923;103849.556;120443.6459;102584.1499;116544.8222;104498.6325;108956.9063;100943.4213;110523.8377;116639.5527;118782.444;111505.5949;99993.8067;100638.6789;99465.28636;105858.7424;112034.2617
03.01.;18;101545.1781;102583.213;105326.6263;123374.5725;110247.7251;118348.0154;103034.0357;110540.013;114266.4676;101344.6686;110567.7275;130608.6729;105362.5098;115313.828;113979.5909;127288.9197;102823.7717;104604.8271;105840.6361;107006.2225;124018.546;105474.2962;120089.8916;106857.0176;111854.9956;103407.0007;113600.5371;119485.6047;121847.5871;114782.7748;102230.0437;103078.1571;102111.9443;108076.9448;114693.4226
03.01.;19;101508.4104;102169.1371;105456.4675;123795.2334;110466.2386;118387.8283;103091.3787;110915.5285;114423.7421;101276.3147;110678.819;131032.3768;105423.9811;115851.7679;114289.1006;127378.5754;102797.2269;104381.8286;105948.36;107518.238;124595.4686;105666.6669;120953.0343;106668.9893;112146.672;103080.3237;114052.1878;119466.8911;122193.8386;115380.1187;101914.4594;102852.4421;101941.736;107710.382;114792.8603
03.01.;20;95748.57689;96217.12192;99955.7996;118127.9575;104656.743;112380.1411;97433.42268;105308.9746;108724.6662;95555.41269;104955.2305;125481.1044;99606.44224;110212.4296;108524.9899;121462.6606;97267.81088;98497.14561;100292.4254;101953.8521;119136.464;100132.0002;115967.6771;100826.7305;106717.0137;97102.49589;108663.2558;113470.249;116550.5132;110198.1432;96314.07333;96995.85103;96280.73933;101512.7748;109099.5143
03.01.;21;87557.06831;87590.86948;91944.93401;109706.8586;96405.63478;103540.0021;89459.99943;97215.59271;100357.0586;87335.94476;96662.38531;116746.5439;91158.3471;101936.1741;99785.74332;112486.5198;89411.28004;90102.58085;91993.49302;93996.73449;110836.7422;92025.66916;107775.4729;92511.40367;98568.70883;88306.84755;100434.751;104266.0122;108136.0339;102128.8151;88131.47016;88607.09258;87874.74266;92629.38241;100752.9994
03.01.;22;79713.27257;79343.29505;83918.41538;101158.2753;88498.82301;94658.35676;81712.32081;89161.81516;91978.36513;79424.27545;88598.63123;107179.3713;82942.82655;93181.81565;90715.18936;103086.558;81711.46627;81891.57919;83798.13577;86248.5783;101951.5687;84143.69293;99140.36812;84357.03535;90330.85936;80031.40133;92002.57424;94467.07991;99599.04639;93741.01498;80011.77882;80467.1409;79746.32071;84016.28097;92297.47322
03.01.;23;72343.80225;71601.35032;76564.95429;93835.41594;81334.00321;86313.11006;74312.515;81644.36362;84005.27426;72071.75301;80867.47733;99259.83519;75329.9931;86011.95364;82603.23994;94681.62818;74586.58713;74267.61559;76208.13532;78902.67139;94143.80889;76699.6882;91021.20209;76594.27345;82563.40436;72747.92447;84231.64689;85564.19626;91852.095;85748.58754;72568.73647;72892.2989;72571.48341;76287.47896;84440.24275
03.01.;24;67121.5516;66393.29923;71349.62366;88961.3643;76269.61111;80973.19102;68969.11818;76312.25304;78635.77388;66814.42651;75465.21119;94136.92713;70021.88933;81128.13231;77439.01108;89409.20236;69523.26191;69087.35057;71015.6503;73661.31699;89288.81042;71542.50714;85988.05911;71173.84013;77320.00471;67797.26599;79236.39769;79945.66785;86824.01605;80607.12301;67566.8593;67644.87228;67458.89051;71383.80305;79294.74544
04.01.;1;61626.04635;59960.88112;67442.19084;86813.68237;73344.23481;75263.60679;64078.40311;71290.29702;74199.08709;62223.45893;69455.62345;89060.03761;64659.13457;78933.13657;73608.01024;83852.14191;65102.01375;62797.20525;65694.63421;68955.29724;86765.50886;68704.5802;81074.52742;65396.53798;73055.22724;62135.313;74449.94521;73697.73611;83241.9988;76594.80721;62936.06853;61733.42548;62562.23536;66712.08318;74919.69029
04.01.;2;59172.903;57468.74601;65090.48493;84663.65003;71080.15623;72917.20537;61671.4859;68838.60944;71798.82675;59941.98805;66867.38934;86620.06354;62259.11926;76814.31415;71324.50615;81334.86108;62772.14764;60410.59376;63332.96291;66469.38291;84930.66866;66487.79354;78535.38447;62884.043;70652.5195;59610.63153;72206.01137;71253.58327;80759.81686;74107.81151;60574.50748;59347.46069;60178.43472;64417.56882;72717.26056
04.01.;3;59032.70032;57130.52599;65068.66979;84959.77361;71361.14968;72950.88244;61566.75596;68470.82133;72049.33748;59946.43419;66344.2462;86741.15721;62154.56895;77417.12659;71698.23375;81180.54516;62669.97964;60080.28521;63151.08539;66278.17848;85546.12832;66641.47923;78422.91659;62667.01291;70538.40296;59188.86913;72109.74095;71222.40804;80754.73064;73703.55623;60490.77934;59110.42987;60077.89866;64336.7697;72792.26924
04.01.;4;61054.04003;59074.95305;67049.39552;88591.5595;74005.7341;75214.80167;63309.79374;70558.27703;74245.86482;62089.8078;67973.97298;89205.93474;64158.69248;80382.02516;74227.5628;83441.66385;64352.59804;61921.33738;65146.23118;68233.12981;88590.53497;69214.5814;80331.20225;64542.63377;72613.46933;61154.59484;74149.07876;73450.46176;83238.34741;75555.55361;62542.10516;61100.30935;62258.43782;66586.3068;75124.21377
04.01.;5;65947.82685;64075.34346;72274.75159;96389.39925;80111.36636;81589.12624;68060.60686;76075.68747;80335.57392;67426.43855;72773.82498;96966.1695;69308.52086;87930.50999;80932.96559;90272.57331;69033.89856;66841.07974;70280.49242;73491.65579;96905.27881;75403.58511;86570.33326;69516.86943;78450.21378;66394.66503;79982.05545;79826.47633;90355.28727;81721.50462;67841.32868;66110.96577;67794.08538;72487.25359;81252.79567
04.01.;6;72313.80898;70362.58308;79141.95528;104927.3219;87681.65456;89044.75381;74600.6289;83105.67672;87770.46834;74166.56192;79374.33335;105316.2158;75996.20467;96325.27391;88734.71588;97930.08498;75673.894;73074.52799;76783.28574;80388.39562;105492.0942;83005.41137;93798.82443;76233.31345;85748.86742;72832.23158;86899.05806;87216.76365;98388.86961;88904.06155;74436.49098;72546.07737;74528.05442;79445.35288;88641.05702
04.01.;7;78074.13055;76185.85934;85358.65868;110320.7875;93837.19287;94943.48332;80712.06022;88828.90974;93772.8004;80293.94921;85560.32014;110632.6131;82070.60385;102615.8514;94771.01684;103474.9272;81915.822;78629.77608;82232.37076;86347.3411;111201.6706;89237.84254;98950.96492;82525.68201;91506.37408;78547.2466;91778.57165;92812.55599;104045.3939;93958.51348;80173.73025;78355.91122;80379.50776;85113.1394;94528.92219
04.01.;8;83796.79487;81834.36801;91399.02058;116384.5978;99586.29382;100983.1918;86404.35407;94642.86538;99647.74969;86072.55295;91145.15875;116797.5269;87898.00073;109316.3542;101263.7745;109277.1785;87668.56516;84193.11307;87848.18274;91998.72857;117746.8334;95464.74742;104589.0425;88344.24812;97347.01634;84232.24143;97462.27699;99218.13543;110042.322;99815.97344;85977.42352;83974.79473;86317.41869;91254.77176;100377.9862
04.01.;9;88638.65602;86976.53754;96104.89387;120770.0388;103767.0239;105062.3009;91044.81207;98607.27004;103511.5006;90742.73281;95175.20014;120172.8771;92428.63443;113272.1663;105932.1225;113274.5931;92158.63099;89076.55082;92516.14795;96060.70689;121298.4334;100075.7627;108300.9859;93144.5037;101540.1469;89245.82034;101670.2663;103857.7376;113785.9182;104122.8935;90953.9085;88816.47987;91052.16063;96305.66287;104531.319
04.01.;10;90524.5902;89358.2793;97423.53174;121161.8946;104969.6779;106048.5434;92783.20918;98938.49081;103847.0122;92161.06112;96401.19317;119552.3734;93345.65968;113040.3356;106589.1763;114249.2721;93228.39205;90865.8684;93919.25022;97134.2085;119866.337;101402.3732;108410.1004;94841.01831;102144.1733;91124.27071;101681.487;104860.7607;113965.1193;104900.686;92285.07099;90635.81506;92065.90851;97385.90277;105328.8449
04.01.;11;91409.05448;90670.65658;97771.13018;119792.305;104632.5106;104892.393;93429.77348;98220.80969;103119.7113;92773.98857;96538.64951;116025.5938;93130.53415;111145.0755;105677.0665;113577.7414;93023.50717;91465.14726;94055.61919;97290.85007;116406.7829;101941.0416;107801.874;95369.19004;101948.0523;91973.70478;101107.0765;104889.5893;112977.3657;104493.6945;92372.50826;91660.09172;92262.11767;97204.01954;104903.4108
04.01.;12;93023.24726;92429.0571;98895.63538;120095.0273;105727.0891;106029.7929;94960.62563;99131.99417;104176.5584;94057.70057;97741.53494;115697.286;94292.92685;111335.9786;106295.3282;114502.6157;94079.27555;92960.56499;95395.68842;98570.56512;115660.4499;103434.6324;108596.9019;96650.92602;102973.9461;93379.38825;101507.7034;105939.8689;113611.7426;105295.0016;93556.18433;93523.14948;93419.97624;98111.28017;105827.7337
04.01.;13;94015.61098;93640.17608;99492.23783;121025.6904;106575.0331;106920.5866;96120.72742;99723.59309;105003.5428;94861.36268;98532.30669;115364.83;94969.03917;111735.2144;106715.1189;115476.6276;94552.19995;94022.4332;96303.97991;99345.44006;115089.809;104581.8001;109489.9909;97373.67918;104059.5817;94165.08702;102001.5255;106883.0207;114445.8464;106296.8568;94339.11142;94718.20466;94254.13195;98753.37872;106526.2818
