Date;Hour;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
11.06.;21;74129.11392;74577.7616;73186.00722;72457.30272;72316.57811;73170.28939;73698.21458;73865.10726;73323.95865;73047.71521;73382.98388;74462.3;73553.86293;73037.87307;74708.13707;75335.08264;73694.49409;73364.36593;74952.97117;73091.11393;73506.01191;75390.94002;74186.1091;72989.37504;73986.81054;74662.41856;73951.88138;73328.42509;73208.31479;73190.62258;72897.61019;72822.58984;74868.11433;73638.92363;73207.39593
11.06.;22;66540.90826;66420.29839;64741.56592;64380.17941;64456.53192;64880.33808;65637.0823;65587.36243;65207.15029;64883.15674;65183.28415;66422.12731;65148.8297;64547.86492;66544.02199;67232.09492;65602.97215;65100.76459;66821.88669;64759.52915;65340.05365;67089.31731;66022.4707;64643.74999;65859.30552;66362.18228;65878.15786;65109.30111;65069.54608;64790.13917;64623.1799;64550.84809;66722.77835;65276.07111;64958.17981
11.06.;23;61205.90037;60872.7604;59149.27251;59087.05931;59033.21276;59314.79956;60116.61567;60020.71311;59638.04431;59409.12392;59746.37122;60856.35201;59632.18282;58977.8983;60991.01385;61635.52093;60119.24746;59579.9148;61239.50461;59390.3283;59908.47962;61451.7099;60518.94405;59267.68139;60398.45018;60731.02656;60500.27215;59696.27095;59674.48688;59251.81879;59149.4816;59080.21747;61252.51412;59699.3994;59493.12236
11.06.;24;58043.98437;57554.89903;56011.86866;55989.3396;55897.17573;56149.21375;56987.25365;56820.28833;56464.50301;56263.50203;56600.03376;57615.29512;56499.14732;55868.59502;57829.83594;58346.84089;56837.32207;56359.71561;57919.5141;56312.27305;56718.08111;58018.87296;57206.46498;56170.14097;57114.32891;57494.99943;57209.44554;56560.37021;56442.05202;56085.01097;55964.19504;55895.97619;57998.92794;56515.48393;56351.90077
12.06.;1;54747.81063;54171.77103;52850.82526;52750.65674;52685.71263;52809.62873;53702.93445;53492.46654;53202.93203;52997.46354;53347.94709;54281.42417;53293.78996;52742.19928;54558.43147;54930.63167;53508.46271;53096.0639;54440.78145;53145.4749;53407.76823;54582.05563;53834.06656;53025.57574;53655.14579;54148.35354;53832.75973;53329.54774;53042.5;52911.27593;52726.8864;52656.94842;54669.12805;53175.94067;53107.85988
12.06.;2;53354.0336;52648.24285;51584.25928;51450.41505;51380.94543;51388.65694;52348.40119;52076.7146;51870.19501;51650.75071;51992.07187;52907.53143;52081.78891;51516.99904;53116.90417;53409.64322;52078.8792;51744.37357;52893.55808;51951.54978;52023.68191;52988.61277;52380.98788;51869.50063;52128.92013;52685.48375;52291.81028;52059.07091;51573.5671;51647.2587;51387.00334;51291.02214;53265.37509;51791.58913;51755.76168
12.06.;3;53336.53676;52510.26612;51791.08419;51594.4478;51568.19307;51452.88882;52429.35308;52153.65491;52042.29026;51784.6811;52056.69151;52966.15397;52345.08428;51776.38108;53028.90194;53288.65245;52106.63797;51906.50172;52802.12541;52252.00742;52103.21252;52792.11064;52341.0206;52218.42685;52089.91505;52694.41374;52185.89297;52279.40755;51525.09666;51878.07324;51525.16495;51409.20283;53236.9065;51915.1679;51827.67534
12.06.;4;55548.80259;54620.12752;54003.9654;53700.28949;53926.29096;53680.4081;54717.95101;54430.97693;54350.86026;53930.64766;54025.98814;54961.45989;54651.06753;54005.40436;55100.02216;55380.54885;54262.30294;54133.26478;54853.53589;54520.18667;54330.18518;54701.46156;54413.11076;54454.57587;54272.68673;54921.36058;54223.28605;54522.76806;53628.89202;54081.71074;53761.91265;53663.05539;55312.25849;54198.83491;53996.72056
12.06.;5;62659.46384;61853.98341;61311.14522;61602.70751;61786.96601;61055.17;62224.61021;61962.97809;61999.7109;61848.5211;61573.89181;62885.11815;62052.25077;61289.02742;62469.62923;62657.14258;62123.94493;61513.16324;62159.23323;61971.10485;61737.70648;61889.04786;61618.94302;61659.05366;61428.20506;62409.54619;61403.6388;61854.80062;61240.94348;61371.83747;61097.71661;61046.49193;62521.37877;61762.43942;61607.83561
12.06.;6;70070.05539;69644.30465;68778.64204;68959.06234;68984.79049;68720.44699;69883.72413;69705.93202;69691.18601;69461.77919;69199.994;69749.96321;69346.50624;68982.15277;69810.81583;70209.34229;69113.07936;69021.23481;69787.30984;69443.10822;69490.44566;69526.72227;69294.97647;69068.36953;68914.08627;70027.00098;68976.53904;69324.23789;68660.68227;68639.33738;68772.28916;68475.0255;69848.34319;69268.45203;69177.27012
12.06.;7;75057.99329;75076.13675;74148.59499;73839.74899;73930.03611;73753.40577;74801.41972;75017.00092;74554.76146;74421.23652;74231.65831;75316.94733;74651.4406;73810.72393;75148.49243;75609.46036;74879.22525;74307.38966;75055.37589;74309.14341;74437.85609;75175.73231;74455.40294;74071.30421;74228.60541;75526.01046;74147.76855;74359.5932;73666.72687;74022.01384;73814.63735;73946.32626;75326.45615;74574.05094;74081.59822
12.06.;8;79040.37159;79077.45928;77856.88924;78394.51326;78239.70284;77713.95924;78851.74795;78873.57428;78713.99421;78486.25764;78243.23565;79611.35156;78389.01148;77785.07079;78994.93698;79498.33262;79214.4326;78192.35118;79133.38184;78050.23273;78539.63907;79464.56209;78380.36834;77674.95503;78926.95687;79407.3715;78010.18457;78005.73939;77827.71744;77905.57962;77652.03798;77897.32463;79275.79912;78643.52016;78419.42361
12.06.;9;83218.5186;83696.97654;82064.42467;82868.88481;82291.29406;81851.36052;83132.88067;83146.9891;82881.05241;82872.07732;82451.27036;83927.61975;82622.80838;81874.79978;83272.54235;83634.69453;83491.23427;82344.71623;83408.19158;82220.91212;82900.65773;83739.25527;82579.74932;81793.82722;83108.44523;83670.98991;82134.77988;82227.19384;82239.26861;82039.7671;81784.23504;82202.00488;83487.74058;82867.12007;82694.73432
12.06.;10;84457.60771;84880.32852;83118.57566;84162.57916;83612.71698;83067.95712;84388.99208;84385.74106;84136.58987;84110.165;83627.3967;84974.96425;83870.19974;83026.4007;84581.58225;84773.63977;84775.52615;83584.33208;84727.40957;83453.31583;84477.60913;84961.89993;83802.66042;83025.11682;84247.06885;84908.54279;83371.29925;83572.38628;83668.31767;83337.97493;82992.44304;83550.09119;84859.07658;84115.5376;84043.99118
12.06.;11;83489.62827;83937.97713;82057.1154;82962.28473;82334.99017;81901.38868;83216.16555;83342.98127;82920.2852;83124.96502;82552.76055;83895.00549;82728.35957;81685.51415;83374.74227;83920.63499;83536.11824;82540.91669;83699.87187;82183.58088;83300.35648;83904.82719;82639.08844;81676.4524;83007.94672;83652.35729;81990.78267;82233.42579;82380.35076;82097.74412;81641.92916;82325.54606;83679.76019;82866.62415;82718.90712
12.06.;12;83636.40158;84246.44273;82564.14946;83259.90211;82660.77759;82065.22353;83316.68433;83513.13394;83300.71966;83419.27494;82644.70314;84045.66814;83062.25051;81822.43154;83793.73555;84129.90704;83708.79108;82860.158;84056.2915;82379.41207;83578.23466;84362.10858;82765.76611;81994.21859;83216.28717;83832.43579;82101.83498;82440.27614;82728.56703;82380.28431;81794.73293;82647.45962;84074.05192;83213.28412;82792.8423
12.06.;13;84061.43413;84778.99601;83058.38453;83754.65719;83238.94166;82541.63676;83805.08031;83958.38448;83838.38195;83814.37236;83161.27536;84578.76642;83493.9856;82282.40986;84367.39446;84668.04726;84184.55896;83385.41632;84628.93978;82890.31308;84154.3278;85199.47281;83288.76138;82368.74749;83557.07808;84375.12822;82777.15647;83118.04761;83036.14844;82899.62423;82292.94323;83082.72854;84743.92844;83885.31228;83261.73664
12.06.;14;83427.0027;84061.05682;82608.57968;82961.4387;82375.3476;82042.15038;83070.18441;83085.48997;83035.06894;82876.97027;82578.29569;83678.94178;82751.00522;81615.7717;83823.68207;84014.33136;83529.52376;82629.46062;83992.92186;82227.39667;83392.24154;84569.99752;82649.59756;81807.19494;82641.62696;83577.09809;82152.76197;82455.72328;82417.39158;82179.13339;81583.99515;82268.5934;84011.31732;83351.48912;82656.45081
12.06.;15;82382.71348;82965.31994;81577.65427;81579.89079;81229.47005;81017.77277;81917.58993;81790.53166;81746.76495;81578.1103;81645.64451;82480.478;81780.0582;80648.1378;82742.78235;82864.69329;82817.65562;81477.12086;82888.07543;81199.55355;82076.22031;83417.24144;81719.82492;80840.95266;81274.14188;82485.97326;81370.34355;81413.43554;81285.41166;81091.5855;80627.47317;81162.22255;82964.33001;82412.1824;81265.47732
12.06.;16;82499.11494;82977.0063;81624.98688;81578.92053;81514.66577;81147.56966;81953.87824;81860.56532;81905.54739;81453.44046;81764.0102;82525.65123;82003.05206;80845.76043;82642.84737;82715.91018;82795.49844;81819.05821;82729.62068;81257.9583;82110.96326;83234.27623;81737.85127;80973.49395;81035.52624;82539.28789;81557.50435;81605.43469;81389.45104;81263.32931;81052.73787;81357.05756;82881.7479;82316.98777;81552.20009
12.06.;17;82720.30187;83050.01295;81847.04489;81825.39047;81848.92206;81426.48852;82174.83894;82155.41873;82413.77426;81691.64067;82021.76293;82867.99145;82172.83608;81257.47978;82580.19137;82899.98661;83038.43947;82102.94945;82841.82713;81417.81074;82219.35823;83264.91311;81890.36194;81306.98168;81287.43951;82823.84408;82017.56991;81807.07648;81723.25196;81496.22265;81397.09758;81667.55763;83104.94813;82311.6007;81965.50678
12.06.;18;83759.29759;84481.26786;83107.42777;83110.96947;83255.54136;82834.87848;83709.98863;83816.7145;84020.3226;83323.93373;83369.67207;84062.14727;83531.71553;82753.74067;83853.05741;84329.78122;84342.94002;83495.75589;84352.65329;82964.61328;83589.6796;84800.43799;83234.42789;82705.4869;83182.79931;84142.60026;83398.57354;83269.52792;83063.75764;83015.63677;82932.58454;83020.74371;84537.6504;83768.14475;83520.00037
12.06.;19;83443.18666;84200.50688;82887.22984;82496.20127;82507.5153;82315.60098;83467.37165;83543.75162;83316.62268;83196.99676;83196.53903;83111.4611;83355.26277;82536.56277;83518.02992;84266.98983;83666.83742;83069.67495;84129.41928;82586.24991;83382.02249;84755.05045;83118.66619;82499.96136;83428.48773;84024.49907;82776.42607;82944.43554;82194.93844;83044.20504;82512.48211;82778.31247;84083.74915;83541.33787;82839.45738
12.06.;20;80184.22984;81238.09107;79484.91942;79107.83613;79191.54408;79154.6348;79930.23967;80200.34454;80010.42256;80177.76214;79923.55743;79831.63725;79971.78757;79261.5154;80308.63179;81272.03578;80083.78608;79785.62963;80854.52467;79092.05299;80132.91605;81796.27497;79672.63518;79085.75557;80251.3861;80761.1546;79640.70278;79239.52521;78908.2382;79581.62592;79228.59919;79581.62847;80595.89494;80148.11011;79533.65066
12.06.;21;74440.49393;75508.7355;73804.4371;73309.75669;73390.72946;73317.26414;74251.61651;74737.6511;74010.78743;73764.30017;74061.01901;73604.92813;74176.9171;73540.03787;74556.59737;75514.478;73815.24706;74019.28129;75467.01197;73479.14326;74213.59289;76084.40593;74047.78982;73445.84937;74851.96252;74882.9297;73740.32107;73712.01072;73089.94193;73806.25984;73464.17005;73736.13892;75000.61618;74448.23401;73390.74658
12.06.;22;66417.06461;67316.99678;65335.74131;64928.49422;65082.56179;64976.52559;65895.28663;66531.07967;65735.63007;66030.45599;65774.37716;65738.19734;65755.68457;65026.57215;66426.62698;67209.05968;65828.53802;65702.57036;67184.11337;64994.48451;66112.51198;67784.4349;65866.65559;65002.29224;66667.61385;66673.86198;65711.79136;65352.56575;64908.93216;65368.55408;65170.83597;65623.94142;66775.71502;65997.73724;65323.66155
12.06.;23;61144.64512;61465.70786;59759.78641;59575.94102;59571.88228;59330.34989;60287.95023;60889.70828;60181.19936;60527.83313;60254.78818;60338.28509;60156.26341;59481.98813;60950.45172;61555.62116;60423.95715;60122.24618;61477.60697;59418.18066;60708.56057;62221.26163;60359.47695;59578.97789;61130.2165;61141.65932;60388.50987;59940.48611;59570.96446;59831.11972;59752.59339;60270.46964;61286.6807;60377.11395;59897.10456
12.06.;24;57930.82582;58125.0791;56583.68661;56407.24732;56359.28158;56074.66276;57028.04901;57576.35571;56927.7438;57320.69903;57009.00875;57107.53149;56905.18868;56275.24263;57696.88232;58115.88387;57133.80335;56804.58313;58071.09831;56223.25257;57415.81109;58788.60272;56983.92158;56457.31387;57749.22003;57888.48632;57126.22254;56716.0877;56354.06531;56603.5157;56492.46287;57067.07161;57975.1725;57100.36646;56686.27874
13.06.;1;54862.9689;54902.67668;53473.60545;53351.03814;53232.15892;52980.94827;53859.21024;54296.52598;53765.01099;54108.31149;53843.83437;54005.22682;53752.51403;53197.81607;54605.02892;54879.99181;53982.68965;53619.65951;54786.09435;53224.19328;54198.94347;55501.25698;53804.38418;53426.17812;54389.04461;54683.52844;53981.22956;53602.77366;53239.14853;53513.71265;53332.89506;53869.14754;54831.7021;53852.73915;53561.56648
13.06.;2;53526.58696;53343.90734;52146.42312;52060.05863;51889.3566;51585.66062;52462.99346;52773.67408;52363.69605;52635.28302;52448.16246;52680.40348;52420.6361;51919.59813;53217.24153;53359.34037;52626.06872;52199.82914;53230.53405;51989.76374;52766.84592;53915.25161;52386.98192;52218.32603;52768.76064;53250.24976;52529.70384;52314.84087;51879.74871;52170.37268;51990.93575;52424.06041;53449.13181;52389.57549;52192.02756
13.06.;3;53514.17399;53182.36681;52291.28089;52204.52354;52054.59638;51693.83524;52523.74725;52771.42398;52471.8519;52611.40313;52490.348;52790.12634;52602.27577;52139.1797;53172.98565;53223.62052;52776.99531;52284.19537;53120.0284;52289.61654;52751.70735;53691.94685;52429.84941;52499.41269;52631.82898;53218.69033;52554.43919;52548.06898;51902.99507;52287.57889;52146.1424;52401.59726;53441.15516;52416.77743;52253.02466
13.06.;4;55441.13582;54963.90803;54582.17971;54352.55085;54255.95489;53869.21806;54699.85854;54904.08009;54726.79917;54886.91707;54580.05891;55108.64824;54847.97602;54464.17661;55003.45688;55151.83192;54668.21815;54467.0723;55210.7544;54510.18203;54915.11614;55572.05226;54520.5568;54805.41404;54584.80599;55320.47627;54663.08109;54526.40183;53914.36915;54514.85991;54373.61617;54556.50122;55410.50367;54599.23833;54491.94183
13.06.;5;62588.38905;62703.26551;62067.80186;61563.83191;61687.79247;61232.25075;62051.17002;62412.56004;62520.21324;62465.05082;61961.99393;62534.82633;62214.04411;62133.6391;61681.78349;62226.16355;62165.64351;61866.39381;62437.19093;61718.3216;62644.97436;62666.54148;61689.27368;62091.9993;61694.38125;62793.85135;62274.03709;61949.17965;60923.11253;61859.44138;61832.64077;61925.04027;62495.71129;62246.7531;62257.13805
13.06.;6;69928.85095;70209.89541;69875.22901;69169.74488;69228.68298;68865.50134;69580.70277;69817.22042;70079.80084;69942.12952;69735.04152;69530.45374;69815.71692;69530.98465;68743.70871;69984.96676;69476.90842;69308.19792;69934.00585;69004.83754;70194.18574;70089.83447;69361.89331;69695.29544;69388.33536;70434.07084;69548.71579;69081.51782;68325.99406;69659.06469;69432.88349;69706.22362;69870.4969;69918.70431;69380.55019
13.06.;7;74728.87443;75305.57263;74984.36179;73935.50396;73900.60677;73824.9629;75041.50165;75088.10434;74949.19441;74825.20466;74822.04529;74845.90895;75025.87233;74221.94596;73909.21184;75336.39762;74252.28571;74661.14814;75553.06271;74255.92745;75101.90358;75479.03711;74322.20439;74620.7927;74918.61432;75352.81515;74199.84876;74032.12805;73529.91087;74714.11672;74156.56647;74847.12718;75289.5066;75449.16919;74750.82017
13.06.;8;78803.67781;79587.24158;78823.26477;77861.63868;77844.60747;77958.41162;78839.05428;79045.57999;79277.01287;78861.57625;78822.87296;79460.80474;78812.07111;78332.20587;77768.55985;79375.84145;78027.60317;78505.87904;79742.63759;77991.74178;79203.83581;79382.16628;78250.30574;78327.5414;79676.92386;79560.93588;78162.65904;77883.36943;77337.03588;78792.16657;78201.93839;78969.45175;79313.02898;79446.74662;78879.65437
13.06.;9;82993.9724;83942.67911;83139.51832;82083.24028;82018.14;82224.43058;83065.88965;83298.1226;83412.44125;83112.5251;83161.17665;83926.75784;82983.18807;82508.93825;81982.72567;83575.12405;82085.00034;82775.51947;83998.72422;82119.74528;83598.3081;83597.80468;82345.12854;82492.07291;83872.06025;83666.92799;82264.84625;81949.52224;81488.6014;82962.63067;82453.77702;83291.08025;83625.26781;83734.16295;83272.95518
13.06.;10;84195.54429;85053.02016;84495.65856;83371.53252;83253.29803;83444.13922;84199.08605;84442.18996;84830.94622;84284.78829;84397.07756;85178.06772;84161.49766;83838.89217;83167.08113;84699.50872;83208.45058;84011.9878;85144.32611;83238.34992;85293.52135;84711.39927;83494.92036;83796.03075;84962.66781;84866.05735;83339.56024;83009.95377;82596.3345;84151.6204;83819.7901;84627.19729;84978.1841;84981.59471;84341.77239
13.06.;11;82741.37308;83975.72699;83417.7108;82063.8342;81900.96161;82335.01541;83211.60502;83541.34712;83495.07006;83044.68688;83389.0178;83937.87309;82965.65647;82529.78846;82024.76824;83640.47532;81900.10486;82879.43555;84019.21433;81995.13867;83906.78055;83383.24422;82143.56839;82343.92142;83669.05276;83528.81316;81869.06345;81628.94252;81261.13397;82788.71212;82224.84198;83240.92898;83668.71837;83654.8549;82676.61908
13.06.;12;82836.00432;84076.70776;83790.64991;82222.35198;81901.92091;82532.36373;83326.91311;83640.64628;83757.2826;83135.68435;83591.97741;84017.63132;83080.04778;82583.74104;82244.64461;83879.16588;81966.13627;83004.54596;84238.0446;82344.58918;84113.46281;83653.11495;82288.02969;82576.78406;83824.2889;83800.98837;81923.46449;81820.72312;81394.75782;83006.70302;82142.77216;83516.27676;83980.73202;83848.82946;83023.19069
13.06.;13;83297.599;84688.40433;84373.20231;82660.51253;82281.2938;83125.04498;83786.93794;83968.36075;84153.57043;83524.15967;84135.93595;84345.27817;83430.26699;83054.13834;82869.84877;84385.96469;82433.84467;83456.45488;84822.35859;82815.64019;84282.39091;84363.10243;82850.95873;82998.34059;84127.80562;84328.87028;82387.65296;82217.70409;81829.71829;83567.10799;82477.71981;83872.42428;84522.34122;84264.63607;83033.55967
13.06.;14;82633.20155;83761.59655;83956.61081;82018.62205;81582.74882;82342.14669;83024.42934;83122.11627;83084.16313;82762.16402;83402.89834;83430.61284;82677.48913;82089.43813;82173.65611;83729.01751;81841.42691;82583.5525;83969.07064;81984.73704;83564.37546;83802.60186;82203.54814;82252.81216;83163.12837;83626.05066;81716.45484;81360.42349;81133.28291;82983.30155;81665.08764;82920.13971;83877.5441;83554.45896;82334.18913
13.06.;15;81746.53242;82763.73851;82798.7516;81120.75018;80569.42175;81295.84695;81996.08708;81895.0326;81895.55702;81663.82094;82202.53943;82141.47026;81672.55551;80953.45344;81177.32939;82736.3541;80866.70666;81450.20748;82783.32398;80854.329;82334.47592;82776.61922;81185.71084;81028.27986;81750.52347;82561.76243;80685.70893;80267.35206;80176.75758;81921.20901;80698.32281;81555.98589;82882.02189;82531.40129;81055.06827
13.06.;16;81957.10002;82914.87633;82929.94196;81285.37934;80765.90507;81703.68848;82188.48154;81939.49581;82084.29981;81768.54552;82225.69938;82214.11561;81951.31814;81280.58889;81192.12447;82603.77694;81156.56338;81389.36059;82802.58382;80938.86084;82276.81842;82759.06871;81308.09689;80943.32211;81433.8681;82625.85561;80883.02542;80432.21179;80534.48806;82118.92584;81035.83124;81453.30468;82883.58987;82635.17367;81174.80036
13.06.;17;82079.02698;83091.80459;83121.30941;81505.31016;81059.38267;82177.64138;82438.41214;82283.05102;82573.05295;82130.32529;82342.99033;82421.90882;82500.81714;81745.11755;81416.82269;82730.85007;81387.74812;81583.82612;83079.03982;81193.10791;82471.29528;82930.74079;81586.9487;81220.4223;81570.9733;82846.14969;81209.66588;80957.34832;80861.67137;82585.39718;81358.43974;81624.02853;82950.11237;82837.95416;81439.44945
13.06.;18;83349.74204;84456.3203;84311.74957;82978.22474;82658.477;83744.19366;83900.33375;83822.61229;84034.00819;83521.04045;83863.55062;83830.44228;83892.83427;83428.66199;82865.24237;84327.53122;82755.42261;83251.43384;84731.77374;82814.38502;83683.25422;84415.99345;83090.09473;82893.51807;83411.86001;84342.74194;82778.03305;82620.13244;82281.73513;83985.39912;82800.77217;83217.24087;84319.80718;84024.16715;82943.12797
13.06.;19;83133.86607;83980.8768;83480.64045;82454.7032;82556.60368;83417.27149;83569.88897;83640.87532;83151.95572;83008.67325;83477.09466;82974.32836;83302.35035;82584.64882;82501.56666;83944.71454;82597.35232;83151.12227;84586.16116;82738.2431;83494.98071;84205.67583;82967.83287;82497.81969;83701.53753;84228.79248;82597.97609;82490.00623;81774.71086;83269.64968;82361.60776;82919.39999;83956.38279;83689.69185;82620.67004
13.06.;20;79842.77437;80879.32809;80201.58892;79119.89758;79218.16076;79736.487;80073.88167;80360.66461;79842.84653;79660.3657;79966.84452;79656.36255;79991.86192;79313.50112;78964.07584;80910.43009;79162.81987;79758.39752;81400.60367;79387.50221;80145.4935;81093.49243;79488.33848;78957.43352;80655.20303;80777.65177;79105.00503;78984.47805;78581.78284;80009.44907;79035.83398;79781.38908;80372.48577;80159.49131;79328.73459
13.06.;21;74202.86496;75181.60993;73939.65439;73247.9663;73582.1485;73230.71804;74472.61803;74993.56544;74023.26341;73905.17848;74428.78525;73888.21888;74220.70117;73523.7545;73632.44724;75194.24455;73627.41463;74245.46519;76080.58613;73661.83454;74422.56362;75723.13428;73994.91529;73526.79677;75376.70732;75019.96697;73659.46309;73600.09651;72846.84291;74211.6341;73357.17384;73566.74516;74901.87046;74368.18719;73603.5551
13.06.;22;66231.62746;67059.06932;66055.06272;65043.35304;65369.23637;65530.30054;66228.68498;66897.60267;65729.9519;65747.12315;66206.52213;65744.93411;65914.02232;65184.32534;65666.9102;66963.61147;65454.76133;66083.58087;67994.60505;65312.86806;66308.54704;67463.9606;65822.1866;65072.25364;67226.83579;66679.67042;65559.64481;65273.88025;64648.0361;66014.76366;65078.43285;65922.11821;66769.09793;66071.38152;65368.24991
13.06.;23;60965.92346;61485.32942;60464.56704;59613.24509;59813.64306;60071.12273;60529.93821;61221.72417;60106.90329;60326.18612;60504.11903;60226.75205;60217.02579;59587.73576;60350.70059;61338.94718;60014.87182;60482.09055;62336.56081;59700.26393;60812.22501;61807.68036;60267.2244;59555.42938;61556.24123;61036.15929;60207.71474;59691.97379;59205.97821;60487.8519;59591.00163;60489.82081;61283.51731;60559.19335;59891.19514
13.06.;24;57779.85159;58055.83122;57250.05934;56396.14843;56560.57948;56823.10737;57207.59653;57807.7892;56819.77857;57027.23477;57175.01717;56938.62699;56922.84613;56364.18098;57100.35459;57982.37066;56742.27793;57140.48237;58897.54411;56429.88955;57463.35464;58217.74644;56869.22117;56350.24002;58137.33578;57634.66148;56919.52145;56379.41435;55974.13071;57178.27707;56331.56319;57173.09923;57972.87004;57223.14012;56675.45141
14.06.;1;54800.36061;54846.36051;54124.49384;53340.38124;53462.97499;53731.1754;54066.57006;54570.4336;53766.26059;53909.69795;54003.21996;53887.70995;53812.817;53369.59023;54129.32537;54904.81119;53701.65156;53976.30655;55610.18103;53357.75374;54287.65229;54926.70174;53767.45736;53367.73814;54882.36721;54484.44465;53872.69683;53322.01286;52999.96526;54050.13669;53281.53253;54016.4859;54896.17112;54065.3178;53633.60984
14.06.;2;53425.45661;53240.94143;52700.17436;51968.04585;52037.47049;52266.30026;52611.40557;52939.25219;52360.27715;52486.69214;52514.39082;52516.3435;52407.403;52050.57953;52769.16726;53419.29741;52346.77966;52468.61427;53995.62245;51964.72735;52806.0609;53272.29528;52349.27111;52060.23865;53245.69767;53019.01995;52442.33709;51963.00866;51629.22936;52598.7135;51921.44061;52518.38496;53471.11535;52620.91371;52229.17957
14.06.;3;53361.93624;53026.38983;52686.21588;52008.1517;52020.9135;52206.36586;52565.15135;52809.82963;52398.92539;52479.23864;52429.23096;52516.32649;52435.12927;52178.61303;52665.43006;53268.38263;52449.94568;52400.7237;53671.20553;52032.38127;52704.07425;52976.90038;52351.76818;52206.26094;52973.55534;52949.99508;52462.84917;52077.13422;51610.09761;52520.56954;52012.0857;52394.4295;53363.18168;52555.86116;52217.935
14.06.;4;55212.45089;54720.38564;54856.79575;53808.36129;54034.57358;54301.03272;54553.76163;54824.30991;54458.62555;54518.82527;54330.77778;54485.82466;54517.80774;54256.46195;54291.23893;55118.77575;54458.77123;54402.44833;55469.87903;54084.48408;54675.04011;54598.60279;54237.76542;54235.78785;54683.79385;54954.0655;54354.02813;53838.74778;53482.95234;54541.29087;54034.99917;54316.82991;55184.28148;54518.93261;54210.49084
14.06.;5;62100.26721;62174.09062;62692.10168;61269.02369;61219.06452;61806.95315;61594.05833;61940.92633;62028.52162;61734.34929;61406.5608;61547.48449;61691.96097;61383.05618;60756.93773;62181.26267;61422.34346;61496.77815;62400.43445;61196.94002;62065.04851;61365.37804;61294.60028;61424.77816;61513.77303;62014.87167;61361.72422;60917.35699;60379.079;61669.71587;61287.90133;61754.71973;61948.04497;61532.48526;61420.38009
14.06.;6;69308.26973;69590.61664;69985.68527;68508.90889;68935.29748;68873.67535;69000.59624;69306.5813;69379.64636;69225.01916;69160.26693;68989.23415;69403.07399;69108.82765;67740.10972;69839.51964;68985.74764;69117.51337;70020.78391;68846.26052;69571.27367;68858.37763;68588.59345;68775.20786;69208.90745;69608.31425;68521.00367;68345.29798;67882.65382;69420.42947;68632.27065;68848.35037;69526.0982;69174.53466;69021.8504
14.06.;7;74114.31228;74578.62912;74989.23851;73259.82689;74019.43934;73984.3464;74391.71967;74797.30304;74575.30484;74047.42473;74442.39573;73921.73416;74341.02709;73875.52003;72929.27409;74792.40318;73968.86257;74480.21496;75382.23558;73891.34804;74525.33105;74460.00341;73939.88624;74072.25607;74779.9222;75229.74009;73613.6508;73479.11165;72807.67194;74450.67322;73361.30245;73554.06155;74762.25213;74582.65405;73858.03178
14.06.;8;78139.12254;78950.7902;79128.83955;77278.19046;77941.55061;77912.62727;78459.5915;78844.67509;78834.73532;78035.07231;78532.23391;78505.81917;78281.79842;77940.41274;76911.36661;78914.36352;77749.83457;78396.59202;79426.46396;77748.35833;78841.77644;78704.07972;77907.1473;77854.45917;79363.16803;79278.37822;77385.05315;77689.09634;76950.23894;78514.82567;77335.73575;77499.71614;78597.95344;78535.30409;77939.22377
14.06.;9;82261.27726;83383.83792;83641.58227;81371.99763;82161.55624;81932.15527;82792.80618;83192.83196;83025.29595;82233.62922;82840.30724;82569.23091;82366.64558;82067.41188;81083.45167;83253.0569;81895.0015;82683.78291;83569.57218;81875.16206;83179.60046;83059.41814;82184.27209;82053.40622;83467.39031;83532.1163;81438.79712;81903.75851;81042.50056;82650.7354;81441.81157;81550.43886;82692.299;82682.48164;82172.6133
14.06.;10;83409.58286;84952.38375;85174.24791;82523.48864;83451.91156;83049.41293;83880.52692;84351.83373;84356.09917;83380.69272;84049.44832;83972.56375;83460.05362;83363.11218;82229.63564;84473.93385;83137.25692;84003.93968;84713.75459;82984.67428;84670.25107;84328.74486;83493.22337;83315.10563;84550.8763;84730.19773;82735.82334;83185.62234;82189.74349;83830.45687;82566.99914;82725.40457;83873.34128;83890.11402;83242.32287
14.06.;11;82033.24173;83722.10014;83915.95085;81241.39635;82342.34257;81527.38304;82881.44994;83367.45212;83032.43908;82206.70331;83226.82795;82695.62405;82256.60214;82116.92915;81034.64097;83243.72206;81882.44557;82931.95747;83724.01298;81837.12683;83296.40612;83159.43738;82298.52013;81961.12668;83228.93366;83371.9753;81247.99629;81815.33419;80847.34779;82435.04498;80898.68021;81287.81827;82480.00577;82568.44249;81769.97925
14.06.;12;82079.56121;84165.34824;84078.16791;81423.00573;82469.92109;81595.13871;82931.69302;83363.26996;83057.94786;82291.03902;83496.533;82707.81652;82412.85998;82040.08888;80833.31792;83528.86966;82039.16841;83017.87316;83984.41795;81988.23956;83358.66664;83413.23643;82522.23366;82241.57219;83574.17096;83596.95444;81295.00415;81961.86592;81021.0884;82532.13042;81001.09037;81419.62355;82552.4129;82803.42126;81888.46313
